ID,County,City,Weekday,Severity,ViolCat,ClearWeather,Month,CrashType,Highway,Daylight
37305,MERCED,UNINCORPORATED,2,0,3,1,8,C,1,1
37306,LOS ANGELES,SOUTH GATE,6,0,1,1,8,C,0,1
37307,LOS ANGELES,PASADENA,4,0,3,1,8,C,0,1
37308,SOLANO,VALLEJO,2,0,3,1,8,C,1,1
37309,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,1,0
37310,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,0,1
37311,SAN BENITO,UNINCORPORATED,2,0,3,0,7,C,1,0
37312,SAN DIEGO,ENCINITAS,4,0,3,1,8,C,1,1
37313,FRESNO,UNINCORPORATED,4,0,1,1,8,C,1,0
37314,LOS ANGELES,SANTA CLARITA,5,0,3,1,7,C,0,1
37315,LOS ANGELES,SANTA CLARITA,2,0,7,1,7,C,0,1
37316,LOS ANGELES,SANTA CLARITA,6,0,3,1,8,C,0,1
37317,ALAMEDA,FREMONT,2,0,3,0,8,C,1,1
37318,ORANGE,NEWPORT BEACH,5,0,3,1,8,C,1,1
37319,ORANGE,BREA,4,0,3,1,8,C,0,1
37320,ORANGE,ANAHEIM,4,0,3,1,8,C,1,1
37321,ORANGE,ANAHEIM,5,0,7,1,8,C,1,1
37322,ORANGE,SANTA ANA,4,0,3,1,8,C,1,1
37323,ORANGE,SANTA ANA,7,0,3,1,8,C,1,1
37324,ORANGE,SANTA ANA,3,0,3,1,8,C,1,1
37325,ORANGE,FULLERTON,4,0,3,1,7,C,1,1
37326,ORANGE,ANAHEIM,5,0,3,1,5,C,1,1
37327,ORANGE,COSTA MESA,5,0,3,0,8,C,1,1
37328,ORANGE,IRVINE,6,0,3,1,8,C,1,1
37329,ORANGE,IRVINE,4,0,3,0,8,C,1,1
37330,ORANGE,SANTA ANA,1,0,3,1,7,C,1,1
37331,ALAMEDA,OAKLAND,5,0,3,1,7,C,0,1
37332,ORANGE,WESTMINSTER,4,0,1,1,7,C,1,1
37333,LOS ANGELES,LOS ANGELES,3,0,3,1,7,C,0,1
37334,ALAMEDA,OAKLAND,7,0,8,1,6,C,0,0
37335,ALAMEDA,OAKLAND,7,0,8,0,6,C,0,0
37336,LOS ANGELES,LAWNDALE,4,0,4,1,6,C,0,1
37337,LOS ANGELES,LOS ANGELES,4,0,3,1,8,C,1,1
37338,LOS ANGELES,HUNTINGTON PARK,5,0,3,1,8,C,0,0
37339,TEHAMA,RED BLUFF,6,0,3,1,8,C,0,1
37340,SACRAMENTO,SACRAMENTO,7,0,3,1,8,C,0,1
37341,ORANGE,SANTA ANA,5,0,3,1,8,C,0,1
37342,RIVERSIDE,TEMECULA,5,0,3,1,8,C,0,1
37343,ORANGE,COSTA MESA,2,0,3,1,8,C,0,1
37344,ORANGE,FULLERTON,2,0,3,1,8,C,1,1
37345,ORANGE,SANTA ANA,7,0,3,1,8,C,1,1
37346,ORANGE,SANTA ANA,2,0,3,1,8,C,1,1
37347,ORANGE,IRVINE,5,0,7,1,8,C,1,1
37348,ORANGE,IRVINE,3,0,4,1,8,C,1,1
37349,ORANGE,ORANGE,2,0,7,0,8,C,1,1
37350,ORANGE,ANAHEIM,5,0,3,1,8,C,1,0
37351,ORANGE,COSTA MESA,3,0,3,0,8,C,1,1
37352,ORANGE,COSTA MESA,4,0,3,1,8,C,0,1
37353,ORANGE,SANTA ANA,7,0,7,0,8,C,1,0
37354,ORANGE,ORANGE,2,0,3,1,8,C,1,1
37355,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,1,1
37356,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,0,0
37357,VENTURA,OXNARD,2,0,3,1,8,C,1,1
37358,LOS ANGELES,LOS ANGELES,7,0,3,1,8,C,0,1
37359,ORANGE,ANAHEIM,2,0,4,1,8,C,0,0
37360,MARIN,SAN RAFAEL,3,0,3,1,8,C,0,1
37361,ORANGE,ANAHEIM,6,0,1,1,8,C,0,0
37362,ORANGE,ANAHEIM,4,0,3,1,8,C,0,1
37363,CONTRA COSTA,RICHMOND,4,0,3,0,8,C,1,0
37364,YOLO,UNINCORPORATED,1,0,3,1,8,C,0,1
37365,YOLO,UNINCORPORATED,1,0,3,1,8,C,1,1
37366,VENTURA,OXNARD,5,0,3,0,8,C,0,1
37367,MARIN,SAN RAFAEL,2,0,3,1,8,C,0,0
37368,SAN JOAQUIN,LODI,6,0,3,1,8,C,0,1
37369,SAN FRANCISCO,SAN FRANCISCO,4,0,3,0,8,C,1,1
37370,LOS ANGELES,SOUTH GATE,1,0,3,1,7,C,1,1
37371,LOS ANGELES,ROSEMEAD,1,0,3,1,7,C,1,1
37372,SOLANO,VALLEJO,2,0,4,1,7,C,0,1
37373,LOS ANGELES,COMMERCE,1,0,3,1,7,C,1,1
37374,SOLANO,VALLEJO,3,0,3,1,7,C,0,1
37375,LOS ANGELES,LYNWOOD,6,0,3,1,7,C,1,1
37376,LOS ANGELES,LOS ANGELES,3,0,4,1,8,C,0,1
37377,LOS ANGELES,SAN GABRIEL,6,0,3,1,7,C,1,1
37378,LOS ANGELES,COMPTON,1,0,1,1,5,C,0,0
37379,SAN DIEGO,NATIONAL CITY,4,0,4,0,7,C,0,1
37380,LOS ANGELES,LOS ANGELES,2,0,1,1,7,C,0,1
37381,LOS ANGELES,LOS ANGELES,4,0,3,1,8,C,0,1
37382,LOS ANGELES,LOS ANGELES,6,0,3,1,7,C,1,0
37383,LOS ANGELES,COMMERCE,1,0,3,1,7,C,1,1
37384,LOS ANGELES,MONTEBELLO,5,0,8,0,7,C,0,1
37385,LOS ANGELES,MONTEBELLO,2,0,3,1,7,C,0,1
37386,ORANGE,IRVINE,6,0,3,1,7,C,0,1
37387,ORANGE,IRVINE,3,0,3,0,7,C,0,1
37388,ORANGE,IRVINE,4,0,3,1,7,C,0,1
37389,LOS ANGELES,MONTEBELLO,4,0,3,1,7,C,0,1
37390,LOS ANGELES,MONTEBELLO,5,0,3,1,7,C,0,1
37391,LOS ANGELES,MONTEBELLO,5,0,3,1,7,C,0,1
37392,LOS ANGELES,MONTEBELLO,4,0,8,1,7,C,0,1
37393,LOS ANGELES,EL MONTE,2,0,7,1,8,C,1,1
37394,LOS ANGELES,MONTEBELLO,1,0,3,1,8,C,1,1
37395,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,0,1
37396,LOS ANGELES,LOS ANGELES,4,0,4,1,8,C,0,1
37397,LOS ANGELES,COMMERCE,4,0,4,0,8,C,1,1
37398,LOS ANGELES,ALHAMBRA,5,0,3,1,8,C,0,1
37399,LOS ANGELES,COMMERCE,4,0,3,1,8,C,1,0
37400,LOS ANGELES,LOS ANGELES,2,0,4,1,8,C,0,1
37401,LOS ANGELES,MONTEREY PARK,1,0,3,1,8,C,1,0
37402,LOS ANGELES,COMMERCE,2,0,3,1,8,C,1,1
37403,ORANGE,LA HABRA,5,0,3,1,8,C,0,1
37404,LOS ANGELES,LOS ANGELES,2,0,1,1,8,C,0,0
37405,LOS ANGELES,MONTEREY PARK,1,0,3,1,8,C,1,1
37406,ORANGE,LA HABRA,5,0,3,1,8,C,1,1
37407,LOS ANGELES,ALHAMBRA,5,0,3,1,8,C,1,1
37408,LOS ANGELES,ALHAMBRA,7,0,3,1,8,C,0,1
37409,LOS ANGELES,SANTA FE SPRINGS,3,0,3,1,8,C,0,0
37410,SOLANO,VALLEJO,4,0,3,1,8,C,0,1
37411,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,0,1
37412,LOS ANGELES,LOS ANGELES,4,0,3,1,8,C,0,0
37413,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,0,1
37414,SOLANO,VACAVILLE,5,0,3,1,8,C,1,1
37415,LOS ANGELES,LOS ANGELES,6,0,4,1,8,C,0,1
37416,LOS ANGELES,LOS ANGELES,2,0,4,1,8,C,0,1
37417,SOLANO,VACAVILLE,4,0,3,1,8,C,1,1
37418,LOS ANGELES,LOS ANGELES,1,0,3,0,8,C,0,0
37419,SAN JOAQUIN,STOCKTON,7,0,3,1,8,C,1,0
37420,LOS ANGELES,MONTEBELLO,3,0,4,1,8,C,1,1
37421,SAN JOAQUIN,STOCKTON,7,0,1,1,8,C,1,0
37422,SAN JOAQUIN,STOCKTON,4,0,3,1,8,C,1,1
37423,SAN JOAQUIN,UNINCORPORATED,1,1,1,1,8,C,0,1
37424,LOS ANGELES,LOS ANGELES,3,0,3,0,8,C,0,1
37425,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,0,1
37426,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,0,0
37427,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,0,1
37428,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,0,1
37429,MARIN,UNINCORPORATED,2,0,3,0,8,C,1,1
37430,SONOMA,UNINCORPORATED,5,0,3,1,8,C,1,1
37431,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,0,1
37432,MARIN,UNINCORPORATED,4,0,3,1,8,C,1,1
37433,LOS ANGELES,LOS ANGELES,7,0,4,1,8,C,0,1
37434,LOS ANGELES,LOS ANGELES,7,0,4,1,8,C,0,0
37435,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,0,0
37436,ORANGE,FULLERTON,2,0,1,0,8,C,0,0
37437,AMADOR,UNINCORPORATED,3,0,3,1,8,C,1,1
37438,EL DORADO,UNINCORPORATED,5,0,3,1,8,C,1,1
37439,SISKIYOU,YREKA,7,0,3,1,8,C,1,0
37440,SAN JOAQUIN,UNINCORPORATED,2,0,8,1,8,C,1,1
37441,SAN BERNARDINO,CHINO,7,0,3,1,6,C,0,1
37442,SAN JOAQUIN,UNINCORPORATED,2,0,3,1,8,C,0,1
37443,ORANGE,COSTA MESA,5,0,3,1,8,C,0,1
37444,SAN BERNARDINO,CHINO,2,0,4,1,6,C,0,1
37445,SAN BERNARDINO,CHINO,6,0,3,1,6,C,0,1
37446,LOS ANGELES,WEST HOLLYWOOD,3,0,1,0,6,C,0,0
37447,LOS ANGELES,WEST HOLLYWOOD,5,0,4,1,6,C,0,1
37448,LOS ANGELES,WEST HOLLYWOOD,3,0,9,1,6,C,0,1
37449,SACRAMENTO,SACRAMENTO,1,0,3,0,6,C,1,1
37450,SACRAMENTO,SACRAMENTO,4,0,8,1,7,C,1,1
37451,LOS ANGELES,COMPTON,7,0,3,1,7,C,0,0
37452,SACRAMENTO,SACRAMENTO,5,0,3,1,7,C,1,1
37453,SAN DIEGO,CHULA VISTA,6,0,1,1,7,C,0,1
37454,LOS ANGELES,COMPTON,1,0,4,1,7,C,0,1
37455,SACRAMENTO,SACRAMENTO,7,0,1,1,7,C,1,0
37456,LOS ANGELES,COMPTON,7,0,4,1,7,C,0,1
37457,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,0,0
37458,SAN MATEO,SAN BRUNO,3,0,4,1,8,C,0,1
37459,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,1,0
37460,LOS ANGELES,LOS ANGELES,1,0,7,1,8,C,0,1
37461,ALAMEDA,BERKELEY,2,0,4,1,7,C,1,1
37462,ALAMEDA,BERKELEY,1,0,3,1,7,C,0,1
37463,ALAMEDA,BERKELEY,3,0,3,1,7,C,0,1
37464,ALAMEDA,BERKELEY,2,0,3,1,7,C,0,1
37465,ALAMEDA,BERKELEY,6,0,3,1,7,C,1,1
37466,ALAMEDA,BERKELEY,2,0,3,1,7,C,1,1
37467,RIVERSIDE,TEMECULA,6,0,3,1,7,C,0,1
37468,RIVERSIDE,TEMECULA,6,0,3,1,7,C,0,0
37469,RIVERSIDE,TEMECULA,7,0,3,1,7,C,0,1
37470,LOS ANGELES,SIGNAL HILL,5,0,4,1,7,C,1,1
37471,MERCED,UNINCORPORATED,4,0,3,0,7,C,1,1
37472,CONTRA COSTA,UNINCORPORATED,7,0,3,1,8,C,1,0
37473,CONTRA COSTA,UNINCORPORATED,6,0,3,1,8,C,1,1
37474,CONTRA COSTA,UNINCORPORATED,2,0,3,1,8,C,1,0
37475,ORANGE,WESTMINSTER,6,0,3,1,8,C,0,1
37476,ORANGE,WESTMINSTER,1,0,3,1,8,C,0,1
37477,SAN DIEGO,OCEANSIDE,4,0,3,1,8,C,1,1
37478,SAN DIEGO,SOLANA BEACH,6,0,3,1,8,C,1,1
37479,SAN DIEGO,OCEANSIDE,7,0,3,1,8,C,1,1
37480,ORANGE,IRVINE,1,0,3,0,8,C,1,1
37481,FRESNO,UNINCORPORATED,2,0,3,1,8,C,0,1
37482,FRESNO,UNINCORPORATED,1,0,3,1,8,C,0,1
37483,LOS ANGELES,LOS ANGELES,4,0,3,1,8,C,0,1
37484,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,0,0
37485,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,0,0
37486,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,0,1
37487,SANTA CLARA,SAN JOSE,2,0,3,1,8,C,1,1
37488,ORANGE,WESTMINSTER,7,0,3,1,8,C,0,1
37489,LOS ANGELES,SOUTH GATE,5,0,3,1,8,C,0,1
37490,SAN MATEO,BELMONT,1,0,3,1,8,C,0,1
37491,KERN,ARVIN,4,0,3,1,8,C,0,1
37492,LOS ANGELES,LONG BEACH,5,0,3,1,8,C,0,1
37493,LOS ANGELES,LONG BEACH,2,0,3,1,8,C,0,0
37494,EL DORADO,UNINCORPORATED,6,0,3,1,8,C,1,0
37495,SAN BERNARDINO,FONTANA,1,0,3,1,8,C,0,1
37496,CONTRA COSTA,RICHMOND,2,0,3,1,8,C,1,1
37497,LOS ANGELES,LOS ANGELES,2,0,4,1,8,C,0,1
37498,MERCED,UNINCORPORATED,5,0,3,1,8,C,1,0
37499,SOLANO,DIXON,6,0,3,1,8,C,1,1
37500,RIVERSIDE,TEMECULA,5,0,3,1,8,C,1,1
37501,ORANGE,FOUNTAIN VALLEY,7,0,3,1,8,C,1,1
37502,SAN DIEGO,OCEANSIDE,7,0,3,1,8,C,0,0
37503,ORANGE,GARDEN GROVE,5,0,3,1,8,C,1,1
37504,SAN DIEGO,OCEANSIDE,3,0,3,1,8,C,0,1
37505,SAN DIEGO,OCEANSIDE,1,0,3,1,8,C,1,1
37506,LOS ANGELES,GLENDALE,2,0,3,1,8,C,0,1
37507,SAN DIEGO,OCEANSIDE,6,0,8,1,8,C,0,0
37508,ORANGE,WESTMINSTER,7,0,1,0,8,C,1,0
37509,SAN DIEGO,OCEANSIDE,3,0,3,1,8,C,0,1
37510,ORANGE,GARDEN GROVE,7,0,3,1,8,C,1,1
37511,ORANGE,BUENA PARK,7,0,3,1,8,C,1,1
37512,LOS ANGELES,LONG BEACH,1,0,8,1,8,C,0,0
37513,KINGS,UNINCORPORATED,7,0,3,1,8,C,1,1
37514,SAN DIEGO,CARLSBAD,5,0,3,1,8,C,0,1
37515,GLENN,UNINCORPORATED,4,1,8,1,8,C,0,1
37516,SAN DIEGO,CARLSBAD,3,0,3,1,8,C,0,1
37517,ORANGE,GARDEN GROVE,5,1,3,1,8,C,1,1
37518,SAN DIEGO,CARLSBAD,1,0,3,1,8,C,0,1
37519,SUTTER,YUBA CITY,1,0,3,1,8,C,1,1
37520,SAN DIEGO,CARLSBAD,6,0,3,1,8,C,0,1
37521,SUTTER,YUBA CITY,5,0,4,1,8,C,1,1
37522,KERN,UNINCORPORATED,7,0,1,1,8,C,0,0
37523,SAN DIEGO,CARLSBAD,3,0,3,1,8,C,0,1
37524,EL DORADO,UNINCORPORATED,3,0,3,1,8,C,1,1
37525,LOS ANGELES,LONG BEACH,1,0,7,1,8,C,0,1
37526,KERN,BAKERSFIELD,5,0,3,1,7,C,0,0
37527,ALAMEDA,FREMONT,2,0,3,1,7,C,0,1
37528,LOS ANGELES,LOS ANGELES,4,0,3,1,8,C,0,1
37529,ALAMEDA,LIVERMORE,7,0,3,1,7,C,0,1
37530,ALAMEDA,LIVERMORE,3,0,3,1,7,C,1,1
37531,ORANGE,WESTMINSTER,3,0,3,1,8,C,1,1
37532,LOS ANGELES,BURBANK,2,0,3,1,8,C,1,0
37533,SAN DIEGO,EL CAJON,3,0,3,1,8,C,0,1
37534,CONTRA COSTA,MARTINEZ,2,0,3,1,7,C,0,1
37535,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,1,1
37536,LOS ANGELES,PASADENA,2,0,3,1,8,C,1,1
37537,SAN MATEO,WOODSIDE,4,0,3,1,7,C,0,1
37538,LOS ANGELES,BURBANK,4,0,3,1,8,C,0,1
37539,SAN DIEGO,EL CAJON,1,0,3,1,8,C,0,1
37540,LOS ANGELES,BURBANK,4,0,3,1,8,C,0,1
37541,ORANGE,ANAHEIM,4,0,3,1,8,C,1,1
37542,LOS ANGELES,BURBANK,2,0,3,1,8,C,0,1
37543,SAN DIEGO,EL CAJON,4,0,3,1,8,C,0,1
37544,FRESNO,CLOVIS,4,0,3,1,7,C,0,1
37545,SAN DIEGO,EL CAJON,4,0,3,1,8,C,0,1
37546,LOS ANGELES,BURBANK,4,0,3,1,8,C,0,1
37547,ORANGE,SANTA ANA,1,0,3,1,8,C,0,1
37548,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,0,1
37549,LOS ANGELES,LOS ANGELES,3,0,4,1,8,C,0,1
37550,SAN DIEGO,EL CAJON,3,0,3,1,7,C,0,0
37551,SAN DIEGO,CARLSBAD,2,0,3,1,7,C,0,1
37552,LOS ANGELES,LOS ANGELES,6,0,4,1,8,C,0,0
37553,LOS ANGELES,LOS ANGELES,4,0,4,1,8,C,0,1
37554,CONTRA COSTA,SAN PABLO,2,0,3,1,7,C,0,1
37555,CONTRA COSTA,SAN PABLO,4,0,4,1,7,C,0,1
37556,ALAMEDA,HAYWARD,6,0,3,1,7,C,0,0
37557,SOLANO,UNINCORPORATED,3,0,3,1,7,C,1,1
37558,ALAMEDA,FREMONT,5,0,3,1,7,C,0,1
37559,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,0,1
37560,ORANGE,HUNTINGTON BEACH,3,0,8,1,7,C,0,0
37561,LOS ANGELES,LOS ANGELES,5,0,3,1,8,C,0,1
37562,LOS ANGELES,LOS ANGELES,1,0,4,1,8,C,0,1
37563,VENTURA,UNINCORPORATED,5,0,3,1,8,C,1,1
37564,CONTRA COSTA,ANTIOCH,5,0,3,1,8,C,1,0
37565,MERCED,UNINCORPORATED,3,0,3,1,8,C,1,0
37566,CONTRA COSTA,CONCORD,6,0,1,0,8,C,1,0
37567,MADERA,UNINCORPORATED,2,0,3,1,7,C,0,1
37568,AMADOR,UNINCORPORATED,3,0,3,1,8,C,1,1
37569,MARIN,SAN RAFAEL,3,0,3,1,8,C,0,1
37570,RIVERSIDE,CORONA,2,0,3,1,8,C,1,0
37571,AMADOR,UNINCORPORATED,7,0,3,1,8,C,1,1
37572,RIVERSIDE,RIVERSIDE,2,0,3,1,8,C,0,1
37573,SAN MATEO,UNINCORPORATED,3,0,3,0,8,C,1,1
37574,SAN MATEO,UNINCORPORATED,5,0,3,1,8,C,1,1
37575,SANTA CLARA,PALO ALTO,5,0,1,1,8,C,1,1
37576,SAN MATEO,FOSTER CITY,4,0,1,1,8,C,1,0
37577,ORANGE,COSTA MESA,5,0,3,1,8,C,0,1
37578,LOS ANGELES,BURBANK,7,0,3,1,8,C,0,0
37579,LOS ANGELES,LOS ANGELES,3,0,1,1,8,C,0,1
37580,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,0,1
37581,LOS ANGELES,HAWTHORNE,5,0,1,1,8,C,0,1
37582,LOS ANGELES,HAWTHORNE,4,0,3,1,8,C,0,1
37583,LOS ANGELES,LOS ANGELES,7,0,3,1,8,C,0,1
37584,LOS ANGELES,LOS ANGELES,7,0,8,1,8,C,0,1
37585,VENTURA,VENTURA,6,0,3,1,8,C,0,1
37586,LOS ANGELES,LOS ANGELES,4,0,3,1,8,C,0,1
37587,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,0,0
37588,VENTURA,VENTURA,2,0,3,0,3,C,0,1
37589,LOS ANGELES,LOS ANGELES,2,0,3,1,8,C,0,0
37590,VENTURA,VENTURA,1,0,3,0,8,C,0,1
37591,LOS ANGELES,LOS ANGELES,6,0,3,1,8,C,0,1
37592,DEL NORTE,UNINCORPORATED,6,1,3,1,8,C,1,1
37593,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,0,1
37594,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,0,0
37595,LOS ANGELES,LOS ANGELES,7,0,4,1,8,C,0,1
37596,LOS ANGELES,LOS ANGELES,4,0,3,1,8,C,0,1
37597,ORANGE,SANTA ANA,4,0,8,1,8,C,0,0
37598,LOS ANGELES,LOS ANGELES,7,0,7,1,8,C,0,1
37599,SAN MATEO,SAN MATEO,3,0,3,1,8,C,1,1
37600,SAN MATEO,MENLO PARK,7,1,3,1,8,C,1,0
37601,LOS ANGELES,WEST COVINA,4,0,3,1,8,C,0,1
37602,ORANGE,LAGUNA BEACH,4,0,3,1,8,C,1,1
37603,RIVERSIDE,CORONA,2,0,7,1,8,C,1,1
37604,ORANGE,LAGUNA BEACH,7,0,3,1,8,C,1,0
37605,RIVERSIDE,CORONA,1,0,7,1,8,C,1,1
37606,LOS ANGELES,LONG BEACH,6,1,1,1,8,C,0,0
37607,LOS ANGELES,SANTA MONICA,6,0,4,1,8,C,0,1
37608,CONTRA COSTA,UNINCORPORATED,2,0,3,1,8,C,1,1
37609,RIVERSIDE,CORONA,2,0,7,1,8,C,1,0
37610,CONTRA COSTA,CONCORD,3,0,3,1,8,C,0,0
37611,CONTRA COSTA,ORINDA,3,0,4,1,8,C,1,1
37612,RIVERSIDE,RIVERSIDE,7,0,3,1,8,C,1,1
37613,CONTRA COSTA,PITTSBURG,5,0,3,1,8,C,1,1
37614,SAN BERNARDINO,UPLAND,5,0,3,1,5,C,0,1
37615,ALAMEDA,PLEASANTON,5,0,3,1,5,C,1,1
37616,LOS ANGELES,NORWALK,3,0,4,1,7,C,0,1
37617,ALAMEDA,PLEASANTON,5,0,3,1,5,C,1,1
37618,LOS ANGELES,COMPTON,7,0,3,1,6,C,0,1
37619,SAN BERNARDINO,UPLAND,4,0,3,1,5,C,0,1
37620,LOS ANGELES,WEST COVINA,1,0,3,1,7,C,0,1
37621,SAN BERNARDINO,UPLAND,3,0,4,1,5,C,0,1
37622,ALAMEDA,OAKLAND,6,0,3,1,7,C,0,1
37623,SAN BERNARDINO,UPLAND,6,0,3,1,5,C,0,1
37624,SAN BERNARDINO,UPLAND,3,0,3,1,5,C,0,1
37625,SAN BERNARDINO,UPLAND,3,0,3,1,5,C,0,1
37626,ALAMEDA,PLEASANTON,6,0,3,1,6,C,1,1
37627,CONTRA COSTA,ANTIOCH,1,0,1,1,5,C,0,1
37628,SAN BERNARDINO,UPLAND,2,0,4,1,5,C,0,1
37629,SANTA CLARA,SAN JOSE,1,0,3,1,8,C,1,1
37630,SANTA CLARA,SAN JOSE,5,0,3,1,8,C,1,1
37631,SAN BERNARDINO,SAN BERNARDINO,5,0,3,1,4,C,0,0
37632,SANTA CLARA,SAN JOSE,5,0,3,1,8,C,1,1
37633,SAN BERNARDINO,SAN BERNARDINO,6,0,3,1,4,C,0,0
37634,SANTA CRUZ,UNINCORPORATED,5,0,3,1,8,C,0,1
37635,SANTA CLARA,SAN JOSE,7,0,1,1,8,C,1,0
37636,SANTA CLARA,SAN JOSE,6,0,3,1,8,C,0,1
37637,ORANGE,WESTMINSTER,6,0,3,0,8,C,1,1
37638,ORANGE,LA PALMA,3,0,3,1,9,C,1,1
37639,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,0,1
37640,ORANGE,SEAL BEACH,3,0,3,1,9,C,1,1
37641,LOS ANGELES,LOS ANGELES,7,0,4,1,8,C,0,1
37642,SANTA CLARA,SAN JOSE,5,0,3,1,8,C,1,1
37643,SANTA CLARA,SAN JOSE,5,0,3,1,8,C,1,1
37644,LOS ANGELES,LOS ANGELES,1,0,3,1,8,C,0,1
37645,RIVERSIDE,RIVERSIDE,5,0,3,1,8,C,0,0
37646,PLACER,UNINCORPORATED,5,0,3,1,8,C,1,1
37647,SAN DIEGO,OCEANSIDE,4,0,3,1,8,C,0,0
37648,SAN MATEO,SAN BRUNO,4,0,3,0,8,C,1,0
37649,LOS ANGELES,SANTA FE SPRINGS,3,0,4,1,8,C,0,1
37650,LOS ANGELES,SANTA FE SPRINGS,3,0,4,1,8,C,0,1
37651,SONOMA,PETALUMA,3,0,3,1,8,C,0,1
37652,SANTA CRUZ,UNINCORPORATED,5,0,3,1,8,C,1,1
37653,HUMBOLDT,EUREKA,5,0,3,1,8,C,1,0
37654,SANTA CRUZ,UNINCORPORATED,6,0,3,1,8,C,1,1
37655,SAN DIEGO,CARLSBAD,6,0,3,1,8,C,1,1
37656,SANTA CRUZ,UNINCORPORATED,3,0,3,1,8,C,1,1
37657,SAN DIEGO,CARLSBAD,5,0,3,1,8,C,1,1
37658,SANTA CRUZ,UNINCORPORATED,2,0,3,1,8,C,0,1
37659,SANTA CRUZ,WATSONVILLE,7,1,6,0,8,C,1,1
37660,SONOMA,PETALUMA,2,0,3,1,8,C,0,1
37661,SAN JOAQUIN,UNINCORPORATED,1,0,3,1,8,C,0,1
37662,SAN DIEGO,OCEANSIDE,7,0,3,1,8,C,1,1
37663,SAN JOAQUIN,UNINCORPORATED,1,0,3,1,8,C,1,1
37664,ORANGE,PLACENTIA,2,0,3,1,8,C,0,1
37665,LOS ANGELES,SANTA MONICA,3,0,3,1,8,C,0,1
37666,LOS ANGELES,SANTA MONICA,5,0,3,1,8,C,0,1
37667,LOS ANGELES,SANTA FE SPRINGS,2,0,4,1,8,C,0,1
37668,RIVERSIDE,RIVERSIDE,7,0,9,1,8,C,0,1
37669,MADERA,MADERA,5,0,3,1,8,C,0,1
37670,SAN MATEO,SAN MATEO,3,1,3,1,8,C,1,0
37671,SAN DIEGO,OCEANSIDE,5,0,4,1,8,C,0,1
37672,SAN MATEO,SAN MATEO,2,0,3,1,8,C,1,1
37673,PLACER,UNINCORPORATED,1,1,3,1,8,C,0,1
37674,SANTA CLARA,CAMPBELL,3,0,3,1,8,C,0,1
37675,SAN DIEGO,OCEANSIDE,5,0,3,1,8,C,1,1
37676,SAN MATEO,EAST PALO ALTO,1,0,3,1,8,C,1,1
37677,LOS ANGELES,LOS ANGELES,3,0,3,1,8,C,0,1
37678,ORANGE,GARDEN GROVE,6,0,3,0,8,C,1,1
37679,SAN MATEO,EAST PALO ALTO,4,0,3,1,8,C,0,1
37680,LOS ANGELES,HERMOSA BEACH,1,0,3,1,8,C,0,1
37681,SAN MATEO,SAN CARLOS,7,0,3,1,8,C,0,1
37682,LOS ANGELES,HERMOSA BEACH,4,0,3,1,8,C,1,0
37683,SANTA CLARA,SANTA CLARA,5,0,3,1,8,C,0,1
37684,SANTA CLARA,SANTA CLARA,2,0,9,1,8,C,0,1
37685,LOS ANGELES,CERRITOS,4,0,3,1,8,C,0,1
37686,SONOMA,PETALUMA,3,0,3,1,8,C,0,1
37687,SANTA CLARA,SAN JOSE,4,0,3,1,8,C,1,1
37688,LOS ANGELES,CERRITOS,6,0,4,1,8,C,0,1
37689,SANTA CLARA,SAN JOSE,1,0,3,1,8,C,1,1
37690,SANTA CLARA,SAN JOSE,3,0,7,1,8,C,1,1
37691,SANTA CLARA,PALO ALTO,5,0,8,1,8,C,0,1
37692,SANTA CLARA,MILPITAS,4,0,3,1,8,C,1,1
37693,SANTA CLARA,SANTA CLARA,6,0,7,1,8,C,0,1
37694,KERN,UNINCORPORATED,4,0,3,1,8,C,1,0
37695,LOS ANGELES,CERRITOS,4,0,3,1,8,C,0,1
37696,LOS ANGELES,CERRITOS,1,0,4,1,8,C,0,1
