ID,County,City,Weekday,Severity,ViolCat,ClearWeather,Month,CrashType,Highway,Daylight
100414,SAN BENITO,UNINCORPORATED,4,0,3,1,1,F,0,1
100415,SANTA CLARA,SARATOGA,5,0,1,1,1,F,1,0
100416,TULARE,UNINCORPORATED,3,0,8,1,3,F,0,1
100417,CALAVERAS,UNINCORPORATED,2,0,8,1,3,F,0,1
100418,TULARE,UNINCORPORATED,2,0,8,1,3,F,0,1
100419,FRESNO,UNINCORPORATED,6,0,1,1,3,F,0,1
100420,SANTA CLARA,SUNNYVALE,1,0,3,0,3,F,0,1
100421,ORANGE,NEWPORT BEACH,2,0,8,1,2,F,0,1
100422,RIVERSIDE,HEMET,3,0,3,1,1,F,0,1
100423,CALAVERAS,UNINCORPORATED,4,0,8,1,2,F,1,1
100424,MENDOCINO,UNINCORPORATED,1,0,8,0,2,F,1,0
100425,VENTURA,UNINCORPORATED,7,0,3,1,2,F,1,1
100426,MONTEREY,UNINCORPORATED,5,1,1,0,2,F,0,1
100427,SAN DIEGO,SAN DIEGO,5,0,8,1,2,F,1,1
100428,KERN,BAKERSFIELD,4,0,8,1,2,F,1,1
100429,ALAMEDA,HAYWARD,4,0,7,1,2,F,1,1
100430,SAN DIEGO,SAN DIEGO,7,0,8,1,2,F,1,1
100431,ALAMEDA,DUBLIN,5,0,3,1,2,F,0,1
100432,FRESNO,UNINCORPORATED,6,0,1,1,2,F,0,0
100433,LOS ANGELES,EL SEGUNDO,5,0,3,0,2,F,0,0
100434,LOS ANGELES,POMONA,4,0,12,1,2,F,0,0
100435,TUOLUMNE,UNINCORPORATED,4,0,3,1,2,F,0,1
100436,IMPERIAL,UNINCORPORATED,1,0,8,1,2,F,0,0
100437,SOLANO,UNINCORPORATED,2,0,8,1,1,F,1,1
100438,SOLANO,VALLEJO,5,0,1,1,1,F,1,1
100439,SAN DIEGO,SAN DIEGO,7,0,1,1,1,F,0,0
100440,CONTRA COSTA,UNINCORPORATED,6,0,8,1,3,F,0,1
100441,VENTURA,UNINCORPORATED,5,0,8,1,3,F,0,1
100442,FRESNO,UNINCORPORATED,6,1,1,1,1,F,0,1
100443,SAN DIEGO,SAN DIEGO,4,0,8,1,1,F,0,0
100444,SAN DIEGO,SAN DIEGO,5,0,3,0,1,F,0,1
100445,ORANGE,FOUNTAIN VALLEY,2,0,3,1,1,F,1,1
100446,SAN DIEGO,SAN DIEGO,1,1,3,0,1,F,0,0
100447,INYO,UNINCORPORATED,5,0,8,1,1,F,0,1
100448,FRESNO,UNINCORPORATED,1,0,8,1,1,F,1,1
100449,ORANGE,LAKE FOREST,6,1,1,0,1,F,0,0
100450,LOS ANGELES,LYNWOOD,6,0,1,1,1,F,1,0
100451,DEL NORTE,UNINCORPORATED,3,0,8,0,1,F,0,0
100452,ORANGE,LAGUNA HILLS,3,0,1,1,1,F,0,0
100453,SAN DIEGO,ESCONDIDO,6,0,3,0,1,F,0,1
100454,ALAMEDA,OAKLAND,5,0,3,1,1,F,0,0
100455,ORANGE,FULLERTON,6,0,8,0,1,F,0,0
100456,MONTEREY,UNINCORPORATED,1,0,8,1,1,F,1,0
100457,RIVERSIDE,RIVERSIDE,3,0,7,1,2,F,1,1
100458,SANTA CRUZ,SANTA CRUZ,7,0,1,1,2,F,0,0
100459,ORANGE,ANAHEIM,3,0,9,1,2,F,0,1
100460,GLENN,UNINCORPORATED,5,1,8,1,1,F,1,1
100461,TULARE,UNINCORPORATED,2,0,8,1,1,F,1,0
100462,SAN DIEGO,LA MESA,1,0,1,0,1,F,0,0
100463,LOS ANGELES,LONG BEACH,7,0,1,1,1,F,0,0
100464,SAN DIEGO,VISTA,6,0,8,1,1,F,1,0
100465,MERCED,UNINCORPORATED,7,0,8,1,1,F,0,0
100466,SONOMA,UNINCORPORATED,2,0,1,1,1,F,0,1
100467,ALAMEDA,SAN LEANDRO,1,0,8,1,1,F,1,1
100468,STANISLAUS,UNINCORPORATED,4,0,8,0,1,F,0,0
100469,MADERA,UNINCORPORATED,4,0,8,1,1,F,0,0
100470,SONOMA,UNINCORPORATED,4,0,8,1,1,F,1,1
100471,KERN,UNINCORPORATED,6,0,3,1,3,F,1,1
100472,SAN DIEGO,CHULA VISTA,3,0,1,1,2,F,0,0
100473,SAN DIEGO,CHULA VISTA,7,0,8,1,2,F,0,1
100474,RIVERSIDE,BLYTHE,1,0,8,1,3,F,1,0
100475,KERN,UNINCORPORATED,1,0,3,1,3,F,0,1
100476,MADERA,UNINCORPORATED,7,0,8,1,1,F,1,1
100477,YOLO,UNINCORPORATED,5,0,8,0,11,F,0,0
100478,RIVERSIDE,MURRIETA,6,0,1,1,1,F,1,1
100479,HUMBOLDT,UNINCORPORATED,2,0,8,1,1,F,0,1
100480,SOLANO,UNINCORPORATED,3,0,7,1,1,F,1,0
100481,SOLANO,FAIRFIELD,2,0,1,1,1,F,1,0
100482,TUOLUMNE,UNINCORPORATED,6,0,8,1,1,F,1,0
100483,CALAVERAS,UNINCORPORATED,7,0,1,1,1,F,1,0
100484,SAN JOAQUIN,STOCKTON,6,0,1,1,1,F,0,0
100485,SAN DIEGO,CHULA VISTA,5,0,8,1,2,F,1,0
100486,SAN DIEGO,SAN DIEGO,1,0,8,1,2,F,1,1
100487,TRINITY,UNINCORPORATED,3,0,8,1,2,F,1,1
100488,YOLO,UNINCORPORATED,3,1,8,1,1,F,0,0
100489,YOLO,WOODLAND,6,0,3,1,1,F,0,0
100490,KERN,UNINCORPORATED,3,1,8,0,1,F,0,1
100491,SAN FRANCISCO,SAN FRANCISCO,1,0,3,1,1,F,1,1
100492,KERN,UNINCORPORATED,2,0,8,1,1,F,0,0
100493,SAN DIEGO,SAN DIEGO,1,1,9,1,1,F,0,0
100494,RIVERSIDE,RIVERSIDE,4,0,8,1,1,F,1,0
100495,KERN,UNINCORPORATED,3,0,8,1,2,F,1,0
100496,SAN MATEO,UNINCORPORATED,2,0,3,1,1,F,1,1
100497,TULARE,UNINCORPORATED,7,0,8,0,1,F,0,1
100498,SAN DIEGO,EL CAJON,3,0,1,1,1,F,0,0
100499,SACRAMENTO,SACRAMENTO,2,0,12,1,1,F,0,1
100500,RIVERSIDE,LAKE ELSINORE,6,1,1,1,1,F,0,0
100501,MARIN,UNINCORPORATED,6,0,8,0,1,F,0,1
100502,STANISLAUS,MODESTO,1,0,8,1,1,F,0,0
100503,MERCED,UNINCORPORATED,4,0,8,0,1,F,0,1
100504,SAN DIEGO,LA MESA,5,0,3,0,1,F,1,1
100505,SANTA CLARA,MORGAN HILL,5,0,1,0,1,F,1,0
100506,SAN DIEGO,SAN DIEGO,4,1,8,1,1,F,1,1
100507,SAN MATEO,SAN MATEO,4,0,8,1,1,F,1,1
100508,SISKIYOU,UNINCORPORATED,2,0,3,1,1,F,1,1
100509,PLACER,UNINCORPORATED,5,0,1,1,2,F,0,0
100510,YOLO,UNINCORPORATED,7,1,1,1,1,F,1,0
100511,YOLO,WOODLAND,6,1,1,1,1,F,0,0
100512,COLUSA,UNINCORPORATED,4,1,8,1,1,F,1,1
100513,RIVERSIDE,LAKE ELSINORE,2,0,8,1,1,F,1,1
100514,STANISLAUS,MODESTO,6,0,8,0,1,F,1,1
100515,HUMBOLDT,UNINCORPORATED,2,0,11,0,1,F,1,0
100516,SHASTA,UNINCORPORATED,7,1,1,1,1,F,1,1
100517,SHASTA,UNINCORPORATED,6,0,1,1,1,F,1,1
100518,MERCED,UNINCORPORATED,2,0,8,1,1,F,1,0
100519,VENTURA,OXNARD,1,0,3,1,1,F,0,1
100520,SAN LUIS OBISPO,UNINCORPORATED,4,0,3,0,1,F,0,1
100521,SAN JOAQUIN,LATHROP,1,0,3,1,1,F,0,0
100522,RIVERSIDE,RIVERSIDE,3,0,8,1,1,F,1,0
100523,SACRAMENTO,SACRAMENTO,2,1,3,1,1,F,0,0
100524,SACRAMENTO,SACRAMENTO,3,1,1,1,1,F,1,0
100525,FRESNO,UNINCORPORATED,5,0,8,1,1,F,1,0
100526,SANTA CRUZ,SANTA CRUZ,7,1,1,1,1,F,1,0
100527,SAN DIEGO,SOLANA BEACH,5,0,3,1,1,F,1,0
100528,SAN MATEO,BRISBANE,5,1,1,1,1,F,0,0
100529,RIVERSIDE,CORONA,1,0,3,1,1,F,1,1
100530,FRESNO,FRESNO,2,0,1,1,1,F,1,0
100531,LOS ANGELES,AZUSA,5,0,12,1,1,F,0,0
100532,ORANGE,IRVINE,4,1,8,1,1,F,1,1
100533,SANTA CLARA,MOUNTAIN VIEW,3,0,3,0,1,F,0,1
100534,VENTURA,THOUSAND OAKS,1,0,3,1,1,F,1,1
100535,LOS ANGELES,PASADENA,2,1,8,1,1,F,0,1
100536,SAN DIEGO,NATIONAL CITY,5,0,3,0,1,F,1,1
100537,SAN MATEO,UNINCORPORATED,6,0,3,1,1,F,0,1
100538,ORANGE,ANAHEIM,5,0,8,1,1,F,0,0
100539,VENTURA,UNINCORPORATED,1,0,8,1,1,F,1,1
100540,INYO,UNINCORPORATED,5,0,8,1,1,F,0,0
100541,ORANGE,FULLERTON,6,0,3,1,1,F,0,1
100542,CONTRA COSTA,UNINCORPORATED,2,0,8,1,1,F,0,1
100543,SAN BERNARDINO,ONTARIO,6,0,8,1,1,F,1,0
100544,SAN BERNARDINO,RIALTO,4,0,3,1,1,F,0,1
100545,MONTEREY,UNINCORPORATED,1,0,8,1,1,F,1,1
100546,ORANGE,HUNTINGTON BEACH,6,0,8,0,1,F,1,0
100547,VENTURA,VENTURA,5,0,3,0,1,F,0,1
100548,SAN DIEGO,SAN DIEGO,3,0,8,0,1,F,0,0
100549,ALAMEDA,HAYWARD,5,0,12,1,2,F,0,1
100550,SAN BERNARDINO,ONTARIO,4,0,3,0,1,F,0,0
100551,LASSEN,UNINCORPORATED,5,0,3,0,1,F,1,1
100552,SAN FRANCISCO,SAN FRANCISCO,5,0,3,1,1,F,1,1
100553,ORANGE,LAKE FOREST,2,0,8,1,1,F,1,1
100554,LOS ANGELES,PALMDALE,7,0,8,0,1,F,0,1
100555,ORANGE,LA HABRA,4,0,8,1,1,F,0,0
100556,EL DORADO,UNINCORPORATED,7,0,8,1,1,F,0,1
100557,KERN,UNINCORPORATED,1,0,8,1,1,F,0,1
100558,IMPERIAL,UNINCORPORATED,3,0,8,1,1,F,0,0
100559,IMPERIAL,UNINCORPORATED,6,0,8,1,1,F,0,1
100560,IMPERIAL,UNINCORPORATED,1,0,8,1,1,F,1,1
100561,SHASTA,REDDING,4,0,3,1,1,F,1,1
100562,HUMBOLDT,UNINCORPORATED,2,0,1,1,1,F,1,0
100563,LOS ANGELES,WEST COVINA,3,0,7,1,1,F,0,0
100564,LOS ANGELES,IRWINDALE,3,0,3,1,1,F,1,1
100565,SAN DIEGO,SAN DIEGO,3,0,8,1,1,F,1,1
100566,LOS ANGELES,BALDWIN PARK,3,0,3,1,1,F,1,1
100567,TRINITY,UNINCORPORATED,7,0,8,1,1,F,1,1
100568,LOS ANGELES,BALDWIN PARK,5,1,8,1,1,F,0,0
100569,EL DORADO,UNINCORPORATED,1,0,3,0,1,F,0,1
100570,RIVERSIDE,TEMECULA,3,0,3,1,1,F,1,0
100571,RIVERSIDE,MURRIETA,7,0,8,1,1,F,1,1
100572,KERN,UNINCORPORATED,1,0,8,1,1,F,1,1
100573,HUMBOLDT,UNINCORPORATED,7,0,1,1,1,F,0,0
100574,SAN DIEGO,SAN DIEGO,4,0,3,1,1,F,0,1
100575,SANTA CLARA,SAN JOSE,6,0,8,1,1,F,1,0
100576,SAN DIEGO,SAN DIEGO,3,1,1,1,1,F,1,0
100577,RIVERSIDE,RIVERSIDE,4,0,8,1,2,F,1,1
100578,RIVERSIDE,MORENO VALLEY,3,0,1,1,2,F,0,1
100579,LOS ANGELES,WHITTIER,3,0,3,1,2,F,0,1
100580,RIVERSIDE,NORCO,4,0,3,1,2,F,0,1
100581,LOS ANGELES,GLENDALE,5,0,3,1,2,F,1,1
100582,STANISLAUS,UNINCORPORATED,4,1,8,1,2,F,1,0
100583,SUTTER,UNINCORPORATED,4,0,8,1,2,F,1,0
100584,MARIPOSA,UNINCORPORATED,2,0,3,1,2,F,0,1
100585,ORANGE,LAKE FOREST,2,0,3,1,2,F,0,0
100586,KERN,UNINCORPORATED,4,0,8,1,1,F,1,1
100587,KERN,UNINCORPORATED,3,1,1,1,1,F,0,0
100588,SANTA CRUZ,SANTA CRUZ,1,0,1,0,1,F,0,0
100589,STANISLAUS,UNINCORPORATED,6,0,1,1,1,F,1,0
100590,SAN MATEO,DALY CITY,7,0,8,0,1,F,1,0
100591,SAN DIEGO,CARLSBAD,7,0,3,1,1,F,0,0
100592,TULARE,UNINCORPORATED,5,0,3,1,1,F,0,1
100593,KERN,UNINCORPORATED,7,1,1,1,1,F,0,0
100594,MENDOCINO,UNINCORPORATED,5,0,3,1,1,F,1,1
100595,SAN MATEO,PACIFICA,4,0,4,1,1,F,1,1
100596,SANTA CLARA,SAN JOSE,7,0,3,0,1,F,0,0
100597,TULARE,PORTERVILLE,2,0,8,1,1,F,0,0
100598,SAN JOAQUIN,TRACY,2,0,8,1,1,F,1,0
100599,RIVERSIDE,HEMET,6,0,3,1,1,F,0,1
100600,MONTEREY,UNINCORPORATED,7,0,1,1,1,F,1,1
100601,SOLANO,VALLEJO,7,0,8,0,1,F,1,0
100602,MONTEREY,MONTEREY,4,0,3,1,1,F,0,1
100603,SAN JOAQUIN,UNINCORPORATED,5,1,1,0,1,F,1,0
100604,MADERA,UNINCORPORATED,3,0,7,1,3,F,1,1
100605,TULARE,VISALIA,7,0,8,1,3,F,1,0
100606,ORANGE,MISSION VIEJO,2,0,3,0,3,F,1,1
100607,MONTEREY,UNINCORPORATED,5,0,8,0,3,F,0,0
100608,SANTA CLARA,SUNNYVALE,2,0,3,1,3,F,1,1
100609,MERCED,UNINCORPORATED,7,0,8,0,3,F,1,1
100610,SAN DIEGO,SAN DIEGO,3,0,8,1,3,F,0,1
100611,LOS ANGELES,MONTEBELLO,6,0,3,1,3,F,1,1
100612,KERN,UNINCORPORATED,7,0,8,1,3,F,0,1
100613,INYO,UNINCORPORATED,5,0,8,1,3,F,0,1
100614,NAPA,UNINCORPORATED,1,0,8,1,3,F,1,1
100615,LOS ANGELES,LANCASTER,5,0,3,0,3,F,0,1
100616,FRESNO,UNINCORPORATED,2,0,8,1,3,F,1,0
100617,NEVADA,TRUCKEE,7,0,3,0,3,F,1,0
100618,SACRAMENTO,ELK GROVE,7,0,1,1,3,F,0,0
100619,SAN DIEGO,ESCONDIDO,5,0,3,1,3,F,0,1
100620,IMPERIAL,UNINCORPORATED,3,0,3,1,3,F,0,1
100621,IMPERIAL,UNINCORPORATED,7,0,8,1,3,F,1,1
100622,IMPERIAL,UNINCORPORATED,3,0,8,1,3,F,1,0
100623,IMPERIAL,UNINCORPORATED,3,0,9,1,3,F,0,1
100624,STANISLAUS,UNINCORPORATED,5,0,1,0,3,F,1,0
100625,SAN DIEGO,OCEANSIDE,6,0,8,0,3,F,1,0
100626,SAN DIEGO,OCEANSIDE,7,0,8,1,3,F,1,0
100627,SACRAMENTO,ELK GROVE,2,0,3,1,2,F,0,0
100628,VENTURA,THOUSAND OAKS,4,0,8,1,2,F,1,0
100629,VENTURA,MOORPARK,1,0,8,1,2,F,0,1
100630,SANTA CLARA,MILPITAS,1,0,3,0,2,F,0,1
100631,SAN BERNARDINO,FONTANA,3,0,8,0,2,F,1,0
100632,VENTURA,THOUSAND OAKS,3,0,3,1,2,F,1,0
100633,EL DORADO,UNINCORPORATED,2,0,3,0,3,F,0,0
100634,TUOLUMNE,UNINCORPORATED,1,0,8,1,3,F,0,1
100635,SAN JOAQUIN,UNINCORPORATED,3,0,8,0,1,F,1,1
100636,SONOMA,UNINCORPORATED,7,1,1,1,1,F,0,1
100637,FRESNO,FRESNO,4,0,3,0,1,F,0,0
100638,FRESNO,UNINCORPORATED,7,0,1,1,1,F,0,1
100639,SAN JOAQUIN,MANTECA,2,0,8,1,1,F,1,0
100640,SAN JOAQUIN,UNINCORPORATED,2,0,3,1,1,F,0,1
100641,FRESNO,UNINCORPORATED,5,0,8,1,1,F,1,0
100642,SONOMA,UNINCORPORATED,7,0,8,1,1,F,0,1
100643,BUTTE,UNINCORPORATED,3,0,8,1,1,F,0,1
100644,SAN MATEO,SAN MATEO,5,1,1,1,2,F,0,0
100645,SONOMA,UNINCORPORATED,3,0,8,0,1,F,1,0
100646,SONOMA,UNINCORPORATED,1,0,8,1,1,F,1,1
100647,ORANGE,ANAHEIM,4,0,3,1,2,F,1,1
100648,SAN BERNARDINO,VICTORVILLE,7,0,8,1,2,F,0,1
100649,IMPERIAL,UNINCORPORATED,4,0,8,1,2,F,0,1
100650,SAN BERNARDINO,ONTARIO,1,0,8,0,2,F,1,0
100651,SAN DIEGO,SAN DIEGO,2,1,3,1,2,F,0,1
100652,SAN JOAQUIN,UNINCORPORATED,3,0,1,1,2,F,1,0
100653,LOS ANGELES,SANTA MONICA,7,0,9,1,2,F,0,1
100654,SAN BERNARDINO,RANCHO CUCAMONGA,6,0,8,1,2,F,0,1
100655,SANTA CLARA,SAN JOSE,7,0,9,1,2,F,0,1
100656,ORANGE,IRVINE,7,0,3,1,2,F,0,1
100657,LASSEN,UNINCORPORATED,2,0,1,1,2,F,1,0
100658,SHASTA,UNINCORPORATED,5,1,8,1,2,F,0,1
100659,KERN,UNINCORPORATED,1,1,8,1,2,F,1,1
100660,HUMBOLDT,UNINCORPORATED,2,0,8,1,2,F,0,1
100661,SHASTA,UNINCORPORATED,1,0,8,0,2,F,0,0
100662,SAN JOAQUIN,UNINCORPORATED,6,0,8,1,2,F,0,1
100663,CONTRA COSTA,UNINCORPORATED,6,0,1,1,2,F,0,0
100664,SOLANO,FAIRFIELD,4,0,8,1,1,F,1,0
100665,STANISLAUS,UNINCORPORATED,7,1,1,1,2,F,0,0
100666,KERN,UNINCORPORATED,4,0,8,0,3,F,1,1
100667,STANISLAUS,MODESTO,7,0,8,1,3,F,0,1
100668,RIVERSIDE,BEAUMONT,5,0,3,0,3,F,1,0
100669,KINGS,UNINCORPORATED,1,0,8,1,3,F,1,1
100670,CALAVERAS,UNINCORPORATED,7,0,8,1,3,F,0,1
100671,SAN DIEGO,OCEANSIDE,6,0,12,1,3,F,0,1
100672,STANISLAUS,TURLOCK,6,0,8,1,3,F,0,0
100673,ORANGE,VILLA PARK,1,0,3,1,3,F,0,1
100674,STANISLAUS,MODESTO,5,0,9,1,3,F,0,1
100675,CONTRA COSTA,UNINCORPORATED,6,0,9,0,3,F,1,1
100676,SANTA CLARA,SAN JOSE,1,0,1,1,3,F,1,0
100677,AMADOR,UNINCORPORATED,6,0,3,0,3,F,0,1
100678,EL DORADO,UNINCORPORATED,6,0,8,0,3,F,1,1
100679,EL DORADO,UNINCORPORATED,6,1,3,1,3,F,1,1
100680,ORANGE,IRVINE,3,0,8,1,3,F,1,1
100681,EL DORADO,UNINCORPORATED,7,0,3,1,3,F,0,1
100682,PLACER,UNINCORPORATED,1,0,3,1,3,F,1,0
100683,TULARE,UNINCORPORATED,2,0,8,1,3,F,0,0
100684,SAN DIEGO,SAN DIEGO,6,0,3,1,3,F,0,1
100685,SAN DIEGO,SAN DIEGO,6,0,8,0,3,F,0,0
100686,LOS ANGELES,MALIBU,1,1,3,1,3,F,0,0
100687,SAN DIEGO,CARLSBAD,4,0,8,0,3,F,1,0
100688,TULARE,PORTERVILLE,6,0,8,1,3,F,0,0
100689,MONO,UNINCORPORATED,1,0,8,1,3,F,0,0
100690,VENTURA,UNINCORPORATED,7,1,8,1,3,F,1,1
100691,GLENN,UNINCORPORATED,1,0,8,1,3,F,1,1
100692,LOS ANGELES,INDUSTRY,5,0,8,1,3,F,1,0
100693,SAN LUIS OBISPO,UNINCORPORATED,2,1,8,0,3,F,0,0
100694,ORANGE,NEWPORT BEACH,3,1,3,0,3,F,0,1
100695,TULARE,UNINCORPORATED,6,0,8,1,3,F,1,1
100696,TULARE,UNINCORPORATED,7,0,8,1,3,F,0,1
100697,TULARE,UNINCORPORATED,1,0,8,1,3,F,1,1
100698,BUTTE,UNINCORPORATED,4,0,8,1,3,F,0,1
100699,SAN DIEGO,SAN DIEGO,6,0,8,1,3,F,1,1
100700,TRINITY,UNINCORPORATED,7,0,8,1,3,F,1,1
100701,TUOLUMNE,UNINCORPORATED,5,0,1,1,3,F,1,0
100702,SAN JOAQUIN,UNINCORPORATED,7,0,8,1,3,F,1,1
100703,SAN BERNARDINO,ONTARIO,4,0,3,1,3,F,1,0
100704,SAN DIEGO,SAN DIEGO,1,0,8,1,3,F,0,1
100705,MONTEREY,MONTEREY,3,0,8,0,3,F,0,1
100706,CONTRA COSTA,UNINCORPORATED,6,0,8,1,3,F,0,1
100707,SHASTA,UNINCORPORATED,6,0,8,1,3,F,0,1
100708,KERN,BAKERSFIELD,4,0,3,1,1,F,0,1
100709,SANTA CLARA,SUNNYVALE,5,0,3,1,2,F,1,1
100710,VENTURA,UNINCORPORATED,7,0,8,1,2,F,1,1
100711,SAN DIEGO,SAN DIEGO,6,0,3,0,2,F,0,0
100712,ORANGE,ANAHEIM,2,0,9,1,2,F,0,0
100713,ORANGE,ANAHEIM,4,0,7,0,2,F,0,1
100714,SACRAMENTO,SACRAMENTO,2,0,3,0,2,F,0,1
100715,RIVERSIDE,PALM SPRINGS,6,0,7,1,2,F,0,1
100716,SAN DIEGO,OCEANSIDE,4,0,6,1,2,F,1,0
100717,PLUMAS,UNINCORPORATED,7,0,1,1,2,F,0,1
100718,MENDOCINO,UNINCORPORATED,3,0,8,0,2,F,0,0
100719,SAN DIEGO,SAN DIEGO,5,1,3,1,2,F,0,0
100720,SAN DIEGO,LA MESA,2,0,7,1,1,F,1,0
100721,LOS ANGELES,PICO RIVERA,5,0,3,0,1,F,0,1
100722,IMPERIAL,UNINCORPORATED,1,0,1,1,1,F,1,0
100723,SAN JOAQUIN,STOCKTON,7,0,8,1,1,F,1,1
100724,SAN DIEGO,VISTA,7,0,8,1,1,F,1,0
100725,SAN DIEGO,OCEANSIDE,6,0,3,1,1,F,1,1
100726,SANTA CRUZ,UNINCORPORATED,6,1,8,1,1,F,1,1
100727,SAN JOAQUIN,UNINCORPORATED,4,0,8,1,1,F,1,0
100728,MADERA,UNINCORPORATED,2,1,8,1,1,F,0,1
100729,ORANGE,YORBA LINDA,1,0,8,1,1,F,0,0
100730,LOS ANGELES,LAKEWOOD,4,0,8,1,1,F,0,1
100731,ORANGE,MISSION VIEJO,2,0,8,1,1,F,0,1
100732,SAN DIEGO,NATIONAL CITY,3,0,9,1,1,F,0,1
100733,SAN BERNARDINO,RIALTO,6,0,3,1,1,F,0,0
100734,SAN DIEGO,CHULA VISTA,3,0,8,1,1,F,0,1
100735,TULARE,UNINCORPORATED,1,0,7,1,1,F,1,0
100736,ALAMEDA,ALAMEDA,3,0,3,0,1,F,0,1
100737,ALAMEDA,OAKLAND,7,0,1,1,1,F,1,1
100738,MERCED,UNINCORPORATED,7,1,8,1,1,F,1,1
100739,TULARE,UNINCORPORATED,6,0,3,1,2,F,1,1
100740,TULARE,UNINCORPORATED,5,0,8,1,2,F,0,1
100741,SACRAMENTO,SACRAMENTO,2,0,8,1,2,F,1,1
100742,SACRAMENTO,SACRAMENTO,1,0,9,1,2,F,0,1
100743,YOLO,UNINCORPORATED,7,0,1,1,2,F,0,0
100744,LOS ANGELES,PALMDALE,7,0,8,1,2,F,0,0
100745,RIVERSIDE,RIVERSIDE,1,1,3,1,2,F,0,0
100746,LOS ANGELES,TORRANCE,6,0,12,0,2,F,0,1
100747,SONOMA,UNINCORPORATED,6,0,8,1,2,F,1,1
100748,LOS ANGELES,CULVER CITY,5,0,12,1,2,F,0,0
100749,KERN,UNINCORPORATED,7,0,8,1,2,F,1,0
100750,CONTRA COSTA,CONCORD,4,0,3,1,2,F,0,1
100751,NEVADA,TRUCKEE,6,0,1,1,2,F,0,0
100752,RIVERSIDE,RIVERSIDE,6,0,8,1,2,F,1,1
100753,VENTURA,OXNARD,3,0,8,1,2,F,1,1
100754,SAN DIEGO,SAN DIEGO,1,0,8,1,2,F,0,0
100755,YOLO,UNINCORPORATED,3,0,1,0,2,F,0,0
100756,SAN MATEO,SAN MATEO,3,0,1,1,2,F,1,0
100757,FRESNO,UNINCORPORATED,3,1,8,1,2,F,1,0
100758,ORANGE,SANTA ANA,5,0,3,1,2,F,1,0
100759,LOS ANGELES,EL MONTE,7,0,3,1,2,F,0,1
100760,ORANGE,COSTA MESA,7,0,3,1,2,F,1,1
100761,ALAMEDA,FREMONT,4,0,3,0,2,F,0,1
100762,ORANGE,ANAHEIM,1,0,7,1,2,F,1,1
100763,SOLANO,UNINCORPORATED,6,0,3,1,2,F,0,1
100764,SOLANO,UNINCORPORATED,7,0,8,1,2,F,0,0
100765,HUMBOLDT,UNINCORPORATED,1,1,3,1,3,F,1,1
100766,EL DORADO,PLACERVILLE,6,0,1,1,1,F,0,0
100767,VENTURA,OXNARD,7,0,1,1,1,F,0,0
100768,KERN,UNINCORPORATED,7,1,8,1,1,F,0,1
100769,SAN LUIS OBISPO,UNINCORPORATED,6,1,3,1,1,F,0,1
100770,KERN,UNINCORPORATED,7,1,1,1,1,F,0,0
100771,SAN FRANCISCO,SAN FRANCISCO,4,0,8,1,2,F,1,1
100772,RIVERSIDE,LAKE ELSINORE,5,0,3,1,1,F,0,1
100773,CONTRA COSTA,UNINCORPORATED,2,0,8,0,1,F,1,1
100774,SAN MATEO,UNINCORPORATED,2,0,3,0,1,F,1,1
100775,SONOMA,UNINCORPORATED,6,0,1,1,1,F,1,0
100776,ALAMEDA,BERKELEY,3,1,1,1,1,F,1,0
100777,RIVERSIDE,INDIO,2,0,8,1,1,F,1,0
100778,VENTURA,UNINCORPORATED,4,0,8,1,1,F,0,1
100779,MERCED,UNINCORPORATED,5,0,8,1,1,F,0,1
100780,SAN BERNARDINO,CHINO,2,0,8,1,1,F,1,0
100781,SAN DIEGO,SAN DIEGO,5,1,8,0,1,F,1,0
100782,RIVERSIDE,MORENO VALLEY,2,0,1,1,1,F,1,0
100783,SAN BERNARDINO,HESPERIA,7,0,3,1,2,F,0,1
100784,ORANGE,FULLERTON,4,0,1,1,2,F,0,0
100785,KERN,UNINCORPORATED,7,0,1,1,2,F,0,1
100786,KERN,UNINCORPORATED,3,0,8,1,1,F,1,1
100787,SANTA CLARA,MILPITAS,4,0,1,1,1,F,0,0
100788,SONOMA,SANTA ROSA,3,0,1,1,1,F,0,0
100789,SANTA CRUZ,SANTA CRUZ,7,1,3,1,1,F,0,0
100790,EL DORADO,UNINCORPORATED,6,0,3,1,1,F,1,1
100791,SAN LUIS OBISPO,UNINCORPORATED,3,0,3,1,1,F,1,1
100792,SAN LUIS OBISPO,PASO ROBLES,7,1,1,1,1,F,0,0
100793,MARIN,UNINCORPORATED,7,0,3,1,1,F,0,1
100794,SONOMA,UNINCORPORATED,3,0,8,1,2,F,0,0
100795,MARIN,UNINCORPORATED,7,0,1,1,2,F,0,0
100796,LOS ANGELES,PALMDALE,3,0,3,1,2,F,0,1
100797,SONOMA,SANTA ROSA,7,0,3,1,2,F,0,1
100798,KERN,UNINCORPORATED,7,1,3,1,1,F,0,0
100799,ORANGE,FULLERTON,1,1,3,1,2,F,0,1
100800,KERN,UNINCORPORATED,7,1,8,1,1,F,1,1
100801,FRESNO,UNINCORPORATED,2,0,8,1,1,F,1,1
100802,ALAMEDA,LIVERMORE,4,0,1,1,2,F,0,0
100803,SAN DIEGO,ESCONDIDO,6,1,1,1,2,F,0,1
100804,SAN DIEGO,ESCONDIDO,1,0,3,1,2,F,0,1
100805,FRESNO,UNINCORPORATED,3,0,3,0,2,F,1,0
